__PK,Language name,Language sub-family,AFFIX (Verb),AFFIX (Lg.),TONE (Verb),TONE (Lg.),STEM (Verb),STEM (Lg.),Citation form,English,Spanish,Transitivity
1,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,ɁḗɁ²,be a gap,haber un hueco,intr
2,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,Ɂlǿg²,heal,sanar,intr
3,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,Ɂlǿg²,be late,tardarse,intr
4,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,ɁmoɁ¹²,become squished,aplastarse,intr
5,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,Ɂngiéng²,wait,espesar,intr
6,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,Ɂǿng²,pinch,pizcar,intr
7,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,Ɂuán²,heal,sanar,intr
8,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,ɁuénɁ²,break,quebrarse,intr
9,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,chiú²,pinch,pellizcar,intr
10,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,dsii²+lé²,arrive there,llegar allá,intr
11,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,dsø²+lé²,leave,irse,intr
12,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,ha²+lig²,come,venir,intr
13,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,ha²+rǿng²,smell,oler,intr
14,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,héin²,uncoil,desenrollarse,intr
15,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,hí²,buzz,zumbar,intr
16,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,hínɁ²,turn sour,agriarse,intr
17,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,hnáiɁ²,transport,acarrearse,intr
18,Tlatepuzco Chinantec,Chinantecan,,,False,True,True,True,hngǿi²,wash,limpiarse,intr
19,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,hǿɁ²,move,moverse,intr
20,Tlatepuzco Chinantec,Chinantecan,,,False,True,True,True,kǿ²,stop,parar,intr
21,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,kǿn²,collect,recoger,intr
22,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,kuúɁ²,cut,cortarse,intr
23,Tlatepuzco Chinantec,Chinantecan,,,False,True,True,True,ná²,open,abrirse,intr
24,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,ngē²,go beyond,pasarse,intr
25,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,ngǿ²,pass,pasar,intr
26,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,niúɁ²,be heard,oírse,intr
27,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,rǿng²,raise,levantar,intr
28,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,siánɁ²,grind,moler,intr
29,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,téiɁ²,shave,rasurar,intr
30,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,tiúg²,fade,descolorarse,intr
31,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,tsǿn²,"graze, chafe",rozar,intr
32,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,u²+lé²,get here,llegar acá,intr
33,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,uǿnɁ²,cut,cortar,intr
34,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,ɁiúɁ²,turn on,encender,intr
35,Tlatepuzco Chinantec,Chinantecan,,,False,True,True,True,Ɂlúg²,heal,sanar,dtr
36,Tlatepuzco Chinantec,Chinantecan,,,False,True,True,True,Ɂø²+tsúgɁ²,trample,pisotear,tr
37,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,gḗɁ²,burst (action animal),reventar (acción de animal),tr
38,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,hḗɁ²,move,moverse,intr
39,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,hén²,find,encontrar,tr
40,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,hián²,crouch down,agacharse,tr
41,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,hlég²,gobble,gluglutear,intr
42,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,húg²,be turned on,estar prendido,intr
43,Tlatepuzco Chinantec,Chinantecan,,,False,True,True,True,kḗn²,calm down,calmarse,intr
44,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,bēn¹²,curl up,rizar,intr
45,Tlatepuzco Chinantec,Chinantecan,,,False,True,True,True,lúg²,break,liberarse,intr
46,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,rón²,get up,levantarse,intr
47,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,siúgɁ²,fall,caerse,intr
48,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,ton²,bleed (vaginal),sangrar (vaginal),intr
49,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,uénɁ²,cut,cortar,intr
50,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,Ɂnai¹²,split,partirse,intr
51,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,ɁuøɁ¹²,leave,salir,intr
52,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,Ɂuøi¹²,peel,pelarse,intr
53,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,dsøɁ¹²,burn,quemarse,intr
54,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,hleɁ¹²,dissolve,disolverse,intr
55,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,laiɁ¹²,sprout,retoñar,intr
56,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,lan¹²,be sufficient,bastar,intr
57,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,niɁ¹²,burst,reventar,intr
58,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,tagɁ¹²,replace,reponer,intr
59,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,Ɂian¹²,finish,completarse,intr
60,Tlatepuzco Chinantec,Chinantecan,,,False,True,True,True,ɁuanɁ¹²,leave again,salir de nuevo,intr
61,Tlatepuzco Chinantec,Chinantecan,,,False,True,True,True,dsánɁ¹²,meet,encontrarse,intr
62,Tlatepuzco Chinantec,Chinantecan,,,False,True,True,True,dsanɁ¹²,find,hallar,tr
63,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,hogɁ¹²,reach,alcanzar,tr
64,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,huánɁ¹²,be frightened,espantarse,intr
65,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,ngē¹²,be able to  spend,poder pasar,intr
66,Tlatepuzco Chinantec,Chinantecan,,,False,True,True,True,tsēnɁ¹²,get distracted,dispersarse,intr
67,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,tsø²+kuenɁ¹²,drag,arrastrar,tr
68,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,tsø²+kuønɁ¹²,drag,arrastrar,tr
69,Tlatepuzco Chinantec,Chinantecan,,,False,True,True,True,tug,release,soltar,tr
70,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,dsii²+lei¹,arrive home (there),llegar a casa allá,intr
71,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,dsø²+lei¹,go to home,ir para casa,intr
72,Tlatepuzco Chinantec,Chinantecan,,,False,True,True,True,ha²+lei¹,come again,venir de nuevo,intr
73,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,liág¹,start,empezar,intr
74,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,ti²+dso¹,stain,mancharse,intr
75,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,ti²+kḗn¹,tangle,enredarse,intr
76,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,ti²+kiín¹,cover,cubrirse,intr
77,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,tiúɁ¹,tolerate,aguantar,intr
78,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,dsii²+lian¹,arrive home (there),llegar a casa allá,intr
79,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,mi²+Ɂai¹,dilate,dilatar,intr
80,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,mi²+Ɂnio¹,respect,respetar,tr
81,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,mi²+dsiog¹,praise,alabar,tr
82,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,mi²+gan¹,honour,honrar,tr
83,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,mi²+gǿg¹,respect,respetar,tr
84,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,mi²+gug¹,honour,honrar,tr
85,Tlatepuzco Chinantec,Chinantecan,,,False,True,True,True,ti²+líɁ¹,be able,estar capaz,tr
86,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,tian¹,atrophy,atrofiar,intr
87,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,u¹+lian¹,arrive here again,llegar acá de nuevo,intr
88,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,Ɂein¹³,sound,sonar,intr
89,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,ha²+kién¹³,get close,acercarse,intr
90,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,Ɂen¹³,sound,sonar,intr
91,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,dsø²+huen¹³,pass,pasar,intr
92,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,guu²+dsḗn¹³,ride,montar,tr
93,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,mi²+Ɂan¹³,respect,respetar,dtr
94,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,mi²+ɁmaɁ¹³,pay,pagar,tr
95,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,mi²+lei¹³,show,mostrar,tr
96,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,mi²+tan¹³,feed,alimentar,tr
97,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,ngieɁ¹³,go home and return,irse a casa y volver,intr
98,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,tan¹³,meet,satisfacer,intr
99,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,tø²+kanɁ¹³,be condemned,condenarse,tr
100,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,tø²+dsǿ³,be on (location),estar sobre,intr
101,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,ɁiuɁ³ (ɁéɁ¹),achieve,lograr,tr
102,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,ha²+Ɂan³,jump,sobresaltarse,intr
103,Tlatepuzco Chinantec,Chinantecan,,,False,True,True,True,køɁ³ (hmai³),be able to,poder,tr
104,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,lø²+liugɁ³,converse,conversar,tr
105,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,tø²+dsḗn³,be on top of something,estar encima de algo,intr
106,Tlatepuzco Chinantec,Chinantecan,,,False,True,False,True,tø²+húg³,lie,mentir,intr
107,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,ɁáiɁ¹²,cling to (again),colgarse de nuevo,intr
108,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,Ɂa¹²,fill,llenar,intr
109,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,Ɂien¹²,get on well,caer bien,intr
110,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,Ɂlan¹²,bounce back,rebotar,intr
111,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,Ɂlen¹²,bounce back,rebotar,intr
112,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,ɁoɁ¹²,enter,entrar,intr
113,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,ɁǿɁ¹²,prick,punzar,intr
114,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,Ɂug¹²,prick,punzar,intr
115,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,chiág¹²,separate,apartar,intr
116,Tlatepuzco Chinantec,Chinantecan,,,True,True,True,True,dságɁ¹²,find,encontrar,intr
117,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,dsan¹²,spin,girar,intr
118,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,dsǿgɁ¹²,shrink,encogerse,intr
119,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,gúgɁ¹² dsǿa¹²,look for,buscar,intr
120,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,gug¹²,fall,caerse,intr
121,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,guiang¹²,wet,mojar,intr
122,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,guienɁ¹²,twist,torcer,intr
123,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,guiúɁ¹²,twist,torcerse,intr
124,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,guø¹²,twist,torcerse,intr
125,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,guøn¹²,germinate,germinar,intr
126,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,han¹²,boil,hervir,intr
127,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,héinɁ¹²,turn over,voltear,intr
128,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,hein¹²,spin,girar,intr
129,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,hløa¹²,cover,cubrir,intr
130,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,hnái¹²,close,cerrar,intr
131,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,hngiángɁ¹²,move,moverse,intr
132,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,hngieɁ¹²,remove,quitarse,intr
133,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,hngio¹²,wear out,gastarse,intr
134,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,hnøa¹²,be closed,estar cerrado,intr
135,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,hógɁ¹²,fold,doblarse,intr
136,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,huɁ¹²,fold,doblarse,intr
137,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,kēnɁ¹²,bow,inclinarse,intr
138,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,kian¹²,fall,caerse,intr
139,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,køɁ¹²,fall,caerse,intr
140,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,kógɁ¹²,mix,mezclar,intr
141,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,kon¹²,grow,crecer,intr
142,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,kuan¹²,get,darse,intr
143,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,laɁ¹²,collapse,derrumbarse,intr
144,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,lái¹²,restore,restaurarse,intr
145,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,lanɁ¹²,remove,quitarse,intr
146,Tlatepuzco Chinantec,Chinantecan,,,True,True,True,True,ngángɁ¹²,return,regresar,intr
147,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,ngó¹²,leave,irse,intr
148,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,niáng¹²,hook,enganchar,intr
149,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,nióɁ¹²,settle,depositarse,intr
150,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,nio¹²,be tight,estar apretado,intr
151,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,niu¹²,pile up,amontonarse,intr
152,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,øg¹²,turn off,apagarse,intr
153,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,sieg¹²,"reduce, lower",bajarse,intr
154,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,siógɁ¹²,"reduce, lower",bajarse,intr
155,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,siog¹²,"reduce, lower",bajarse,intr
156,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,siúgɁ¹²,decrease,disminuir,intr
157,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,táiɁ¹²,reach,alcanzar,intr
158,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,táiɁ¹²,shine,brillar,intr
159,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,tsénɁ¹²,get distracted,dispersarse,intr
160,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,u²+Ɂai¹²,leave,salir,intr
161,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,ɁnóɁ¹² dsí²,expire,expirar,tr
162,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,Ɂog¹²,bury,enterrar,intr
163,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,búɁ¹²,spread,esparcir,intr
164,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,chiogɁ¹²,gorge oneself,empacharse,tr
165,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,dsø²+togɁ¹²,enter,entrar,intr
166,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,dsúgɁ¹²,wrap up,envolverse,tr
167,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,gógɁ¹²,get here,llegar acá,intr
168,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,guønɁ¹²,arrive here again,llegar acá de nuevo,intr
169,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,hánɁ¹²,swarm,enjambrar,intr
170,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,hen¹²,turn over,voltear,intr
171,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,hlian¹²,shiver,tiritar,intr
172,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,hnḗ¹²,choke,atragantarse,tr
173,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,hniá¹²,find,encontrar,intr
174,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,hnia¹²,obtain,conseguir,tr
175,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,hog¹²,"ignite, turn on",prender,tr
176,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,kúgɁ¹²,"ignite, turn on",prender,tr
177,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,lanɁ¹²,slide,resbalar,intr
178,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,len¹² dsǿa¹²,recover,recuperar,intr
179,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,niá¹²,stumble into,tropezar,tr
180,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,rain¹²,brood,empollar,tr
181,Tlatepuzco Chinantec,Chinantecan,,,True,True,True,True,rónɁ¹²,raise,levantar,tr
182,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,tian¹²,hold,sujetar,tr
183,Tlatepuzco Chinantec,Chinantecan,,,True,True,True,True,tióɁ¹²,be able to,poder,tr
184,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,tsón¹²,slide,resbalar,intr
185,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,tsø²+han¹²,spread,esparcir,tr
186,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,tson¹²,rub,frotar,tr
187,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,Ɂiag²,sprout,brotar,intr
188,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,Ɂii²,sprout,brotar,intr
189,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,ɁliɁ²,ruin,arruinar,intr
190,Tlatepuzco Chinantec,Chinantecan,,,True,True,True,True,Ɂna²,break,quebrarse,intr
191,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,Ɂuu²,leave,salir,intr
192,Tlatepuzco Chinantec,Chinantecan,,,True,True,True,True,dsug²,split,rajarse,intr
193,Tlatepuzco Chinantec,Chinantecan,,,True,True,True,True,gøi²,break,romper,intr
194,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,ha²,open,abrir,intr
195,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,heinɁ²,turn on,encenderse,intr
196,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,henɁ²,hit,pegar,intr
197,Tlatepuzco Chinantec,Chinantecan,,,True,True,True,True,hlø²,split,rajarse,intr
198,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,hngii²,twist,torcerse,intr
199,Tlatepuzco Chinantec,Chinantecan,,,True,True,True,True,høg²,fracture,fracturarse,intr
200,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,huøi²,ripen,madurarse,intr
201,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,kḗn²,cost,costar,intr
202,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,kiugɁ²,finish,completarse,intr
203,Tlatepuzco Chinantec,Chinantecan,,,True,True,True,True,køg²,burn,quemar,intr
204,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,neng²,get dark,anochecer,intr
205,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,ngēɁ² dsǿa¹²,bore,aburrir,intr
206,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,ning²,resound,resonar,intr
207,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,nio²,move,mudar,intr
208,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,røg²,ripen,madurar,intr
209,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,siiɁ²,rot,pudrir,intr
210,Tlatepuzco Chinantec,Chinantecan,,,True,True,True,True,taɁ²,fall,caerse,intr
211,Tlatepuzco Chinantec,Chinantecan,,,True,True,True,True,tøng²,spill,derramarse,intr
212,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,tsøg²,go up,subir,intr
213,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,uøin²,cut,cortar,intr
214,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,Ɂian²,appear,aparecer,intr
215,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,Ɂiog²,leave again,salir de nuevo,intr
216,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,ɁlianɁ²,fail,fallar,intr
217,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,ɁlogɁ²,be late,tardar,intr
218,Tlatepuzco Chinantec,Chinantecan,,,True,True,True,True,dsoɁ²,find,encontrar,tr
219,Tlatepuzco Chinantec,Chinantecan,,,True,True,True,True,guen²,sleep,dormir,intr
220,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,guiugɁ²,age,envejecer,intr
221,Tlatepuzco Chinantec,Chinantecan,,,True,True,True,True,hug²,twist,torcer,intr
222,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,kug²,burn,quemarse,intr
223,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,ngēɁ²,get together,reunirse,intr
224,Tlatepuzco Chinantec,Chinantecan,,,True,True,True,True,ngē²,receive,recibir,tr
225,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,ngo²,be born,nacer,intr
226,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,nioɁ²,become night,llegar de noche,intr
227,Tlatepuzco Chinantec,Chinantecan,,,True,True,True,True,tanɁ²,fall,caerse,intr
228,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,tsogɁ² hmøi²,confirm,confirmar,tr
229,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,tsog²,suffocate,ahogar,tr
230,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,tsog²,baptise,bautizar,tr
231,Tlatepuzco Chinantec,Chinantecan,,,True,True,True,True,Ɂei¹²,hang,colgar,intr
232,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,ɁniɁ¹²,shine,brillar,intr
233,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,tóɁ¹²,put,meter,intr
234,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,tøa¹²,reach,alcanzar,intr
235,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,tan¹²,reach,alcanzar,tr
236,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,Ɂig²,put back,poner de nuevo,intr
237,Tlatepuzco Chinantec,Chinantecan,,,True,True,True,True,dsa²,finish,acabarse,intr
238,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,goɁ²,get here,llegar acá,intr
239,Tlatepuzco Chinantec,Chinantecan,,,True,True,True,True,hagɁ²,smell,oler,intr
240,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,hlíɁ²,rot,pudrir,intr
241,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,hní²,see,ver,intr
242,Tlatepuzco Chinantec,Chinantecan,,,True,True,True,True,hǿgɁ²,smell rotten,oler a podrido,intr
243,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,Ɂien²,weigh,pesar,intr
244,Tlatepuzco Chinantec,Chinantecan,,,True,True,True,True,dsan²,die,morir,intr
245,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,guianɁ¹²,tangle,enredarse,intr
246,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,hniang²,reappear,reaparecer,intr
247,Tlatepuzco Chinantec,Chinantecan,,,True,True,True,True,hniuɁ²,obtain,conseguir,tr
248,Tlatepuzco Chinantec,Chinantecan,,,True,True,True,True,lan²,improve,mejorarse,intr
249,Tlatepuzco Chinantec,Chinantecan,,,True,True,True,True,tson²,feel like,antojar,tr
250,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,Ɂén²,be destroyed,destruirse,intr
251,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,hlénɁ²,become squished,aplastarse,intr
252,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,hlíɁ²,"cook, boil",cocer,intr
253,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,dséi¹²,get warm,calentarse,intr
254,Tlatepuzco Chinantec,Chinantecan,,,True,True,True,True,lǿ²,occur,suceder,intr
255,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,u²+lei²,arrive here (home),llegar acá (a casa),intr
256,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,Ɂé²,believe,creer,tr
257,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,hnióɁ²,wake up,despertar,intr
258,Tlatepuzco Chinantec,Chinantecan,,,True,True,True,True,lǿɁ²,win,ganar,tr
259,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,ngié²,wake up,despertar,intr
260,Tlatepuzco Chinantec,Chinantecan,,,True,True,True,True,kǿg²,"cook, boil",cocer,intr
261,Tlatepuzco Chinantec,Chinantecan,,,True,True,True,True,hágɁ¹²,come again,venir de nuevo,intr
262,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,hinɁ³,live,vivir,intr
263,Tlatepuzco Chinantec,Chinantecan,,,True,True,True,True,lán¹²,be,ser,tr
264,Tlatepuzco Chinantec,Chinantecan,,,True,True,False,True,guøn¹²,get here,llegar acá,intr
