__PK,Language name,Language sub-family,AFFIX (Verb),AFFIX (Lg.),TONE (Verb),TONE (Lg.),STEM (Verb),STEM (Lg.),Citation form,English,Spanish,Transitivity
5850,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rucuadi’ńi,indebt,endeudar,tr
5851,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ruslahuejcni,make it smell burnt,hacer que huela a quemado,tr
5852,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ruze’cni,burn,quemar,tr
5853,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rula’tni,make be empty,hacer que se vacíe,tr
5854,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ruläpyujni,transplant,trasplantar,tr
5855,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,True,True,rejtni,die,morir,intr
5856,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,True,True,rajxni,be paid,pagarse,intr
5857,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,True,True,rajcwni,dress,vestir,intr/tr
5858,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,True,True,rajdni,perforate,perforarse,intr
5859,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,True,True,rajdxni,get wet,mojarse,intr
5860,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,True,True,rajĺni,cling to,colgarse,intr
5861,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,True,True,räjyni,"cook, boil",cocerse,intr
5862,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,True,True,rajzni,bathe,bañarse,intr
5863,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,True,True,ralguijni,turn on,encenderse,intr
5864,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,True,True,ru’chni,mingle,mezclarse,intr
5865,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,True,True,räjmmni,swallow,tragar,intr/tr
5866,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,True,True,räjyni,get dressed,vestirse,intr
5867,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rä’pni,go up,subir,intr/tr
5868,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rxi’ni,smell,oler,intr
5869,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,True,True,rbebääńi,settle down,asentarse,intr
5870,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,True,True,rcuani’ni,kick,patear,intr
5871,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,True,True,rdedcajni,pass,pasar,intr
5872,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,True,True,rdedlajgni,cross,cruzar,intr/tr
5873,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,True,True,rdedxlia’ni,indulge,regalarse,intr
5874,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,True,True,rdejdni,pass,pasar,intr/tr
5875,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,True,True,rdijĺni,fight,pelearse,intr
5876,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,True,True,rdzucajni,remove,quitar,tr
5877,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,True,True,rgu’tni,kill,matar,intr/tr
5878,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,True,True,rla’tni,empty,vaciar,tr
5879,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,True,True,rnijdni,come ahead of time,adelantarse,intr
5880,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,True,True,ŕojbni,apply,aplicar,intr
5881,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,True,True,rsadiidxni,say goodbye,despedirse,intr
5882,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,True,True,rsäbnajĺni,hang,colgar,intr
5883,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,True,True,rsäbya’ni,sink,hundirse,intr
5884,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,True,True,rsäbyoobni,have a headache,tener dolor de cabeza,intr
5885,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,True,True,rsiaguijni,swell,hincharse,intr
5886,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,True,True,rsiajcni,happen,acontecer,intr
5887,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,True,True,rsojzni,get drunk,emborracharse,intr
5888,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,True,True,rsiucajni,recharge,recargarse,intr
5889,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,True,True,rsiucheeni,shine,lucir,intr
5890,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,True,True,rsiudxini,stand still,pararse quieto,intr
5891,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,True,True,rsiujni,stand up,pararse,intr
5892,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,True,True,rsiuĺaani,stand loose,pararse flojo,intr
5893,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,True,True,rsiuliini,get up,ponerse de pie,intr
5894,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,True,True,rsiu’ni,"go into, meddle",meterse,intr
5895,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,True,True,rsiunisni,sweat,sudar,intr
5896,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,True,True,rsiuŕlojni,crouch down,agacharse,intr
5897,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,True,True,rsiusijcni,stay for a while,estarse un rato,intr
5898,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,True,True,rsiusiñni,get ready,ponerse listo,intr
5899,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,True,True,rsiutijpni,pay careful attention,fijar bien,intr
5900,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,True,True,rsiuxabäälni,undress,desnudarse,intr
5901,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,True,True,rsubäĺni,placed in a row,colocarse en una hilera,intr
5902,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,True,True,"rsule’ni, rzule’ni",explain,explicarse,intr
5903,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,True,True,rzijñni,blink,pestañear,intr
5904,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rseedni,learn,aprender,intr/tr
5905,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rsilajzni,rest,descansar,intr
5906,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rzoobni,be obeyed,obedecerse,intr
5907,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rdauuni,devour,comerse,intr
5908,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rdeni,curse,maldecirse,intr
5909,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rtzujtni,play,jugar,intr
5910,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rcuadiajgni,listen,escuchar,intr/tr
5911,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rulä’pni,go up,subir,tr
5912,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,"rusule’ni, ruzule’ni",explain,explicar,tr
5913,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rudeedni,give,dar,tr
5914,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ruhuidzu’tzni,look at intensely,ver intensamente,tr
5915,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ruhuiini,see,ver,tr
5916,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rutoobni,remove,quitar,tr
5917,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rucuadiajgni,listen,escuchar,intr/tr
5918,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,runiabdi’ńi,request on credit,pedir fiado,tr
5919,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rbajbni,itch,dar comezón,intr
5920,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rbajlni,shine,brillar,intr
5921,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rbajñni,yearn for,añorar,tr
5922,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rbeeni,choose,escoger,intr/tr
5923,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rdani,be born,nacer,intr
5924,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rdani,be delicate,ponerse delicado,intr
5925,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rdxäjlni,meet,encontrarse,intr
5926,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rdxälguijdxni,get ill,enfermarse,intr
5927,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rdxälni,find,encontrar,tr
5928,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rdxecha’ni,get angry,enojarse,intr
5929,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rdxu’ni,fit,caber,intr
5930,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rdzujñni,arrive,llegar,intr
5931,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rdzu’tzni,confirm,afirmar,intr
5932,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rdzuubni,get,ponerse,intr
5933,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ricajni,appear,aparecerse,intr
5934,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rĺaani,loosen up,aflojarse,intr
5935,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rliaguyudxni,smell rotten,oler a podrido,intr
5936,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,True,True,rliäjdni,break off,desprenderse,intr/tr
5937,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rliayudxni,smell rotten,oler a podrido,intr
5938,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rquiińi,need,necesitarse,intr
5939,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rquijdzni,"go into, meddle",meterse,intr
5940,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rsiñni,become intelligent,volverse inteligente,intr
5941,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rsoobni,get,ponerse,intr
5942,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rinajlni,pursue,perseguir,intr
5943,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rie’chni,be watered,regarse,intr
5944,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ŕääzni,get annoyed,picarse,intr
5945,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ŕa’ni,get green,reverdecer,intr
5946,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ŕedxni,sulk,ponerse de mal humor,intr
5947,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ŕiini,leave,salir,intr
5948,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rääzni,sink,hundirse,intr
5949,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,riäädni,come,venir,intr
5950,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,riädchaglojni,come to find,venir a encontrar,intr/tr
5951,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,riädnäni,bring,traer,intr/tr
5952,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,riäjlni,get cold,enfriarse,intr
5953,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,riańi,become spicy hot,hacerse picante,intr
5954,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rieñni,see,verse,intr
5955,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,riojbni,urge,urgir,intr
5956,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rio’ni,buy,comprarse,intr
5957,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,riuni,obey,obedecer,intr
5958,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rumbeeni,know,conocer,intr/tr
5959,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ru’ni,be standing,estar parado,intr
5960,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rcajni,get,darse,intr
5961,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rcanäjni,take care of,cuidar,intr/tr
5962,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rca’ni,grab,agarrar,tr
5963,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rcapya’ni,hit with hand,pegar con la palma,intr
5964,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rcaxlia’ni,receive (gift),recibir regalado,intr/tr
5965,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rbibyaalni,put incense,poner incienso,intr
5966,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rbicajni,remove,quitarse,intr
5967,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rbijxhni,turn over,voltear,intr
5968,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rbixbijdzni,vomit,vomitar,intr
5969,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rdzucajni,remove,quitarse,intr
5970,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rnibeeni,send,mandar,tr
5971,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rninajni,blaspheme,blasfemar,intr/tr
5972,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rslojni,start,empezar,tr
5973,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rliäädxni,pull up,arrancar,intr/tr
5974,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rliajni,happen,ocurrirse,intr
5975,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rliajtni,empty,vaciarse,intr
5976,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rlieñsacni,be reborn,renacer,intr
5977,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ruchadooni,fill (a lot),llenar mucho,tr
5978,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ruchagro’ni,kiss,besar,tr
5979,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ruchajni,fill,llenar,tr
5980,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ruchechlajzni,make have envy,hacer que tenga envidia,tr
5981,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rucooni,hit,golpear,tr
5982,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rucuaduuni,tie up,amarrar,tr
5983,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rucua’tzni,bury,enterrar,tr
5984,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rudedxlia’ni,give (as a gift),regalar,tr
5985,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rudzugni,move closer,acercar,tr
5986,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rudzu’ni,return,regresar,tr
5987,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rugüiini,"cook, boil",cocer,tr
5988,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rugu’tni,kill,matar,tr
5989,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rulijdxni,advise,aconsejar,tr
5990,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ruluuxni,finish,acabar,tr
5991,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,runijtni,lose,perder,tr
5992,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,runitlojni,disappear,desaparecer,tr
5993,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rurejxni,weigh,pesar,tr
5994,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rusäbya’ni,sink,hundir,tr
5995,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rusäbyoobni,make hurt one,hacer que le duela a uno,tr
5996,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rusaguijni,cause to swell,hacer que se hinche,tr
5997,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rusäĺni,lose,perder,tr
5998,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ruscäjyni,make get dark,hacer que se oscurezca,tr
5999,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ruschani,lighten,aligerar,tr
6000,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ruscuebääńi,make nod,hacer que se asente,tr
6001,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rusejńi,hear,oír,tr
6002,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rusejsni,hurry,apresurar,tr
6003,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rusejzni,touch,tocar,tr
6004,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rusensacni,hear again,oír otra vez,tr
6005,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,"ruseñsacni, ruzeñsacni",look at again,ver otra vez,tr
6006,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,"ruseñsa’cni, ruzeñsa’cni",look at carefully,ver bien,tr
6007,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rusgu’chni,stir,revolver,tr
6008,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rusääzni,sink,hundir,tr
6009,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rusäjlni,cool,enfriar,tr
6010,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rusialni,make something melt,hacer derretir,tr
6011,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rusä’tni,grind,moler,tr
6012,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rusäxhańi,move backwards,mover para atrás,tr
6013,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rusejchni,tire out,rendir,tr
6014,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rusijñni,blink,pestañear,tr
6015,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rusina’ni,make heavy,hacer pesado,tr
6016,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rusojbni,urge,urgir,tr
6017,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rusojńi,do for the third time,hacer por tercera vez,tr
6018,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rusiujdxni,make rot,hacer que se pudra,tr
6019,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rusliini,straighten,enderezar,tr
6020,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ruslojni,spray,rociar,tr
6021,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rusojzni,make drunk,emborrachar,tr
6022,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rusoobni,put,poner,tr
6023,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rusubäĺni,place in a row,colocar en hilera,tr
6024,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rutääzni,hug,abrazar,tr
6025,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rutejbni,wrap up,envolver,tr
6026,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rutiejxni,weigh,pesar,tr
6027,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rutie’ni,collect,recoger,tr
6028,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rutiexhni,measure,medir,tr
6029,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rutiujxhni,strip leaves off,deshojar,tr
6030,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rutiuugni,cut,cortar,tr
6031,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rutiuxha’ni,scrape,raspar,tr
6032,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rutzucajni,remove,quitar,tr
6033,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rutzu’ni,return,devolver,tr
6034,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ruxhalni,open,abrir,tr
6035,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ruxhijchni,make sprout,hacer retoñar,tr
6036,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ruxhisni,soften,ablandar,tr
6037,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ruxhuuxni,rip,rasgar,tr
6038,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ruxhuxni,toast,tostar,tr
6039,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ruzaani,weave,tejer,tr
6040,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ruzäbdiidxni,publish,publicar,tr
6041,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ruzadiidxni,dismiss,despedir,tr
6042,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ruzä’ni,stain,manchar,tr
6043,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ruzä’tni,mention,mencionar,tr
6044,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ruzeeni,stir,revolver,tr
6045,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,"ruzilajzni, rusilajzni",rest,descansar,intr/tr
6046,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ruzoobni,put,poner,tr
6047,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ruzoobni,obey,obedecer,intr/tr
6048,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ruzucajni,recharge,recargar,tr
6049,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ruzuiini,slice,rebanar,tr
6050,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ruzujni,plant,plantar,tr
6051,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rulazlajzni,have mercy,tener misericordia,tr
6052,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ruluiini,teach,enseñar,tr
6053,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ruluilojni,appear,parecer,tr
6054,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ruscäjpni,make someone confess,hacer que confiese,tr
6055,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ruxhäxni,make someone sneeze,hacer estornudar,tr
6056,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ruxhijni,make scuffle,hacer que riña,tr
6057,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ruxhuuni,make sick,hacer que se enferme,tr
6058,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rurälguijxhni,join (sexually),unir sexualmente,tr
6059,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rusäĺlajzni,forgive,perdonar,tr
6060,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rucuani’ni,kick,patear,tr
6061,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,runisni,grow,crecer,tr
6062,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rusäbnajĺni,hang,colgar,tr
6063,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rusajcni,make things happen,hacer acontecer,tr
6064,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ruxhi’ni,smell,oler,tr
6065,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ruzucheeni,cause to look good,hacer lucir bien,tr
6066,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ruzudxini,stop,parar,tr
6067,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ruzuĺaani,loosen,aflojar,tr
6068,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ruzuliini,straighten,poner derecho,tr
6069,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ruzunisni,make sweat,hacer que sude,tr
6070,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ruzuŕlojni,lower,agachar,tr
6071,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ruzusijcni,put for a while,poner por un rato,tr
6072,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ruzusiñni,make get alert,hacer que se ponga alerta,tr
6073,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ruzutijpni,pay careful attention,fijar bien,tr
6074,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ruzuxabäälni,strip,desnudar,tr
6075,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ruzuxhijbni,"drive, thrust",hincar,intr
6076,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rusacsíni,punish,castigar,tr
6077,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ruchñaani,get married,casarse,tr
6078,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rucuugni,fill in cushion,almohadar,tr
6079,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rulaagwni,gore,cornear,intr/tr
6080,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ruläjni,step on,pisar,tr
6081,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rula’tzni,spy on,espiar,tr
6082,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rulejbni,blow,soplar,tr
6083,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ruquiilni,induce,inducir,tr
6084,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ruquijtzni,prick,punzar,tr
6085,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rurexhätni,turn over,voltear,tr
6086,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rusaańi,allow,permitir,tr
6087,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rusalni,throw,tirar,tr
6088,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rusäjlni,cool,enfriar,tr
6089,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rusejn+diajgni,hear,oír,tr
6090,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rusiilajzni,rest,descansar,tr
6091,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rutedbiani,justify,justificar,tr
6092,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,rutixhni,put on the floor,poner en el piso,tr
6093,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ruxhaĺni,send,mandar,tr
6094,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ruxharejńi,have lunch,almorzar,intr/tr
6095,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ruxhobnisni,swim,nadar,tr
6096,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ruyaĺni,come suddenly,entrar repentinamente,tr
6097,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ruzalajzni,give (as a gift),regalar,tr
6098,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,ruzujyni,destroy,destrozar,intr
6099,Mitla Zapotec,Popolocan-Zapotecan,True,True,,,False,True,"rulabni, rlabni","tell, count",contar,tr
